show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,month_name_added,age_of_show,duration_value,movie_duration_min,tv_seasons
s1,movie,dick_johnson_is_dead,kirsten_johnson,,united_states,2021-09-25,2020,pg-13,90_min,documentaries,"as_her_father_nears_the_end_of_his_life,_filmmaker_kirsten_johnson_stages_his_death_in_inventive_and_comical_ways_to_help_them_both_face_the_inevitable.",2021.0,9.0,september,1.0,90.0,90.0,
s2,tv_show,blood_&_water,,"ama_qamata,_khosi_ngema,_gail_mabalane,_thabang_molaba,_dillon_windvogel,_natasha_thahane,_arno_greeff,_xolile_tshabalala,_getmore_sithole,_cindy_mahlangu,_ryle_de_morny,_greteli_fincham,_sello_maake_ka-ncube,_odwa_gwanya,_mekaila_mathys,_sandi_schultz,_duane_williams,_shamilla_miller,_patrick_mofokeng",south_africa,2021-09-24,2021,tv-ma,2_seasons,"international_tv_shows,_tv_dramas,_tv_mysteries","after_crossing_paths_at_a_party,_a_cape_town_teen_sets_out_to_prove_whether_a_private-school_swimming_star_is_her_sister_who_was_abducted_at_birth.",2021.0,9.0,september,0.0,2.0,,2.0
s3,tv_show,ganglands,julien_leclercq,"sami_bouajila,_tracy_gotoas,_samuel_jouy,_nabiha_akkari,_sofia_lesaffre,_salim_kechiouche,_noureddine_farihi,_geert_van_rampelberg,_bakary_diombera",,2021-09-24,2021,tv-ma,1_season,"crime_tv_shows,_international_tv_shows,_tv_action_&_adventure","to_protect_his_family_from_a_powerful_drug_lord,_skilled_thief_mehdi_and_his_expert_team_of_robbers_are_pulled_into_a_violent_and_deadly_turf_war.",2021.0,9.0,september,0.0,1.0,,1.0
s4,tv_show,jailbirds_new_orleans,,,,2021-09-24,2021,tv-ma,1_season,"docuseries,_reality_tv","feuds,_flirtations_and_toilet_talk_go_down_among_the_incarcerated_women_at_the_orleans_justice_center_in_new_orleans_on_this_gritty_reality_series.",2021.0,9.0,september,0.0,1.0,,1.0
s5,tv_show,kota_factory,,"mayur_more,_jitendra_kumar,_ranjan_raj,_alam_khan,_ahsaas_channa,_revathi_pillai,_urvi_singh,_arun_kumar",india,2021-09-24,2021,tv-ma,2_seasons,"international_tv_shows,_romantic_tv_shows,_tv_comedies","in_a_city_of_coaching_centers_known_to_train_india’s_finest_collegiate_minds,_an_earnest_but_unexceptional_student_and_his_friends_navigate_campus_life.",2021.0,9.0,september,0.0,2.0,,2.0
s6,tv_show,midnight_mass,mike_flanagan,"kate_siegel,_zach_gilford,_hamish_linklater,_henry_thomas,_kristin_lehman,_samantha_sloyan,_igby_rigney,_rahul_kohli,_annarah_cymone,_annabeth_gish,_alex_essoe,_rahul_abburi,_matt_biedel,_michael_trucco,_crystal_balint,_louis_oliver",,2021-09-24,2021,tv-ma,1_season,"tv_dramas,_tv_horror,_tv_mysteries","the_arrival_of_a_charismatic_young_priest_brings_glorious_miracles,_ominous_mysteries_and_renewed_religious_fervor_to_a_dying_town_desperate_to_believe.",2021.0,9.0,september,0.0,1.0,,1.0
s7,movie,my_little_pony:_a_new_generation,"robert_cullen,_josé_luis_ucha","vanessa_hudgens,_kimiko_glenn,_james_marsden,_sofia_carson,_liza_koshy,_ken_jeong,_elizabeth_perkins,_jane_krakowski,_michael_mckean,_phil_lamarr",,2021-09-24,2021,pg,91_min,children_&_family_movies,"equestria's_divided._but_a_bright-eyed_hero_believes_earth_ponies,_pegasi_and_unicorns_should_be_pals_—_and,_hoof_to_heart,_she’s_determined_to_prove_it.",2021.0,9.0,september,0.0,91.0,91.0,
s8,movie,sankofa,haile_gerima,"kofi_ghanaba,_oyafunmike_ogunlano,_alexandra_duah,_nick_medley,_mutabaruka,_afemo_omilami,_reggie_carter,_mzuri","united_states,_ghana,_burkina_faso,_united_kingdom,_germany,_ethiopia",2021-09-24,1993,tv-ma,125_min,"dramas,_independent_movies,_international_movies","on_a_photo_shoot_in_ghana,_an_american_model_slips_back_in_time,_becomes_enslaved_on_a_plantation_and_bears_witness_to_the_agony_of_her_ancestral_past.",2021.0,9.0,september,28.0,125.0,125.0,
s9,tv_show,the_great_british_baking_show,andy_devonshire,"mel_giedroyc,_sue_perkins,_mary_berry,_paul_hollywood",united_kingdom,2021-09-24,2021,tv-14,9_seasons,"british_tv_shows,_reality_tv","a_talented_batch_of_amateur_bakers_face_off_in_a_10-week_competition,_whipping_up_their_best_dishes_in_the_hopes_of_being_named_the_u.k.'s_best.",2021.0,9.0,september,0.0,9.0,,9.0
s10,movie,the_starling,theodore_melfi,"melissa_mccarthy,_chris_o'dowd,_kevin_kline,_timothy_olyphant,_daveed_diggs,_skyler_gisondo,_laura_harrier,_rosalind_chao,_kimberly_quinn,_loretta_devine,_ravi_kapoor",united_states,2021-09-24,2021,pg-13,104_min,"comedies,_dramas",a_woman_adjusting_to_life_after_a_loss_contends_with_a_feisty_bird_that's_taken_over_her_garden_—_and_a_husband_who's_struggling_to_find_a_way_forward.,2021.0,9.0,september,0.0,104.0,104.0,
s11,tv_show,"vendetta:_truth,_lies_and_the_mafia",,,,2021-09-24,2021,tv-ma,1_season,"crime_tv_shows,_docuseries,_international_tv_shows","sicily_boasts_a_bold_""anti-mafia""_coalition._but_what_happens_when_those_trying_to_bring_down_organized_crime_are_accused_of_being_criminals_themselves?",2021.0,9.0,september,0.0,1.0,,1.0
s12,tv_show,bangkok_breaking,kongkiat_komesiri,"sukollawat_kanarot,_sushar_manaying,_pavarit_mongkolpisit,_sahajak_boonthanakit,_suthipongse_thatphithakkul,_bhasaworn_bawronkirati,_daweerit_chullasapya,_waratthaya_wongchayaporn,_kittiphoom_wongpentak,_abhicha_thanachanun,_nophand_boonyai,_kittipong_khamsat,_arisara_wongchalee,_jaytiya_naiwattanakul,_pantipa_arunwattanachai,_panupan_jantanawong,_kungtap_saelim,_phumphat_chartsuriyakiat,_issara_veranitinunt,_keerati_sivakuae,_panjai_sirisuwan,_supranee_charoenpol,_suda_chuenban,_visaka_banhansupavat,_pitchatorn_santinatornkul",,2021-09-23,2021,tv-ma,1_season,"crime_tv_shows,_international_tv_shows,_tv_action_&_adventure","struggling_to_earn_a_living_in_bangkok,_a_man_joins_an_emergency_rescue_service_and_realizes_he_must_unravel_a_citywide_conspiracy.",2021.0,9.0,september,0.0,1.0,,1.0
s13,movie,je_suis_karl,christian_schwochow,"luna_wedler,_jannis_niewöhner,_milan_peschel,_edin_hasanović,_anna_fialová,_marlon_boess,_victor_boccard,_fleur_geffrier,_aziz_dyab,_mélanie_fouché,_elizaveta_maximová","germany,_czech_republic",2021-09-23,2021,tv-ma,127_min,"dramas,_international_movies","after_most_of_her_family_is_murdered_in_a_terrorist_bombing,_a_young_woman_is_unknowingly_lured_into_joining_the_very_group_that_killed_them.",2021.0,9.0,september,0.0,127.0,127.0,
s14,movie,confessions_of_an_invisible_girl,bruno_garotti,"klara_castanho,_lucca_picon,_júlia_gomes,_marcus_bessa,_kiria_malheiros,_fernanda_concon,_gabriel_lima,_caio_cabral,_leonardo_cidade,_jade_cardozo",,2021-09-22,2021,tv-pg,91_min,"children_&_family_movies,_comedies","when_the_clever_but_socially-awkward_tetê_joins_a_new_school,_she'll_do_anything_to_fit_in._but_the_queen_bee_among_her_classmates_has_other_ideas.",2021.0,9.0,september,0.0,91.0,91.0,
s15,tv_show,crime_stories:_india_detectives,,,,2021-09-22,2021,tv-ma,1_season,"british_tv_shows,_crime_tv_shows,_docuseries",cameras_following_bengaluru_police_on_the_job_offer_a_rare_glimpse_into_the_complex_and_challenging_inner_workings_of_four_major_crime_investigations.,2021.0,9.0,september,0.0,1.0,,1.0
s16,tv_show,dear_white_people,,"logan_browning,_brandon_p._bell,_deron_horton,_antoinette_robertson,_john_patrick_amedori,_ashley_blaine_featherson,_marque_richardson,_giancarlo_esposito",united_states,2021-09-22,2021,tv-ma,4_seasons,"tv_comedies,_tv_dramas","students_of_color_navigate_the_daily_slights_and_slippery_politics_of_life_at_an_ivy_league_college_that's_not_nearly_as_""post-racial""_as_it_thinks.",2021.0,9.0,september,0.0,4.0,,4.0
s17,movie,europe's_most_dangerous_man:_otto_skorzeny_in_spain,"pedro_de_echave_garcía,_pablo_azorín_williams",,,2021-09-22,2020,tv-ma,67_min,"documentaries,_international_movies","declassified_documents_reveal_the_post-wwii_life_of_otto_skorzeny,_a_close_hitler_ally_who_escaped_to_spain_and_became_an_adviser_to_world_presidents.",2021.0,9.0,september,1.0,67.0,67.0,
s18,tv_show,falsa_identidad,,"luis_ernesto_franco,_camila_sodi,_sergio_goyri,_samadhi_zendejas,_eduardo_yáñez,_sonya_smith,_alejandro_camacho,_azela_robinson,_uriel_del_toro,_géraldine_bazán,_gabriela_roel,_marcus_ornellas",mexico,2021-09-22,2020,tv-ma,2_seasons,"crime_tv_shows,_spanish-language_tv_shows,_tv_dramas",strangers_diego_and_isabel_flee_their_home_in_mexico_and_pretend_to_be_a_married_couple_to_escape_his_drug-dealing_enemies_and_her_abusive_husband.,2021.0,9.0,september,1.0,2.0,,2.0
s19,movie,intrusion,adam_salky,"freida_pinto,_logan_marshall-green,_robert_john_burke,_megan_elisabeth_kelly,_sarah_minnich,_hayes_hargrove,_mark_sivertsen,_brandon_fierro,_antonio_valles,_clint_obenchain",,2021-09-22,2021,tv-14,94_min,thrillers,"after_a_deadly_home_invasion_at_a_couple’s_new_dream_house,_the_traumatized_wife_searches_for_answers_—_and_learns_the_real_danger_is_just_beginning.",2021.0,9.0,september,0.0,94.0,94.0,
s20,tv_show,jaguar,,"blanca_suárez,_iván_marcos,_óscar_casas,_adrián_lastra,_francesc_garrido,_stefan_weinert,_julia_möller,_alicia_chojnowski",,2021-09-22,2021,tv-ma,1_season,"international_tv_shows,_spanish-language_tv_shows,_tv_action_&_adventure","in_the_1960s,_a_holocaust_survivor_joins_a_group_of_self-trained_spies_who_seek_justice_against_nazis_fleeing_to_spain_to_hide_after_wwii.",2021.0,9.0,september,0.0,1.0,,1.0
s21,tv_show,monsters_inside:_the_24_faces_of_billy_milligan,olivier_megaton,,,2021-09-22,2021,tv-14,1_season,"crime_tv_shows,_docuseries,_international_tv_shows","in_the_late_1970s,_an_accused_serial_rapist_claims_multiple_personalities_control_his_behavior,_setting_off_a_legal_odyssey_that_captivates_america.",2021.0,9.0,september,0.0,1.0,,1.0
s22,tv_show,resurrection:_ertugrul,,"engin_altan_düzyatan,_serdar_gökhan,_hülya_darcan,_kaan_taşaner,_esra_bilgiç,_osman_soykut,_serdar_deniz,_cengiz_coşkun,_reshad_strik,_hande_subaşı",turkey,2021-09-22,2018,tv-14,5_seasons,"international_tv_shows,_tv_action_&_adventure,_tv_dramas","when_a_good_deed_unwittingly_endangers_his_clan,_a_13th-century_turkish_warrior_agrees_to_fight_a_sultan's_enemies_in_exchange_for_new_tribal_land.",2021.0,9.0,september,3.0,5.0,,5.0
s23,movie,avvai_shanmughi,k.s._ravikumar,"kamal_hassan,_meena,_gemini_ganesan,_heera_rajgopal,_nassar,_s.p._balasubrahmanyam",,2021-09-21,1996,tv-pg,161_min,"comedies,_international_movies","newly_divorced_and_denied_visitation_rights_with_his_daughter,_a_doting_father_disguises_himself_as_a_gray-haired_nanny_in_order_to_spend_time_with_her.",2021.0,9.0,september,25.0,161.0,161.0,
s24,movie,go!_go!_cory_carson:_chrissy_takes_the_wheel,"alex_woo,_stanley_moore","maisie_benson,_paul_killam,_kerry_gudjohnsen,_ac_lim",,2021-09-21,2021,tv-y,61_min,children_&_family_movies,"from_arcade_games_to_sled_days_and_hiccup_cures,_cory_carson’s_curious_little_sister_chrissy_speeds_off_on_her_own_for_fun_and_adventure_all_over_town!",2021.0,9.0,september,0.0,61.0,61.0,
s25,movie,jeans,s._shankar,"prashanth,_aishwarya_rai_bachchan,_sri_lakshmi,_nassar",india,2021-09-21,1998,tv-14,166_min,"comedies,_international_movies,_romantic_movies","when_the_father_of_the_man_she_loves_insists_that_his_twin_sons_marry_twin_sisters,_a_woman_creates_an_alter_ego_that_might_be_a_bit_too_convincing.",2021.0,9.0,september,23.0,166.0,166.0,
s26,tv_show,love_on_the_spectrum,,brooke_satchwell,australia,2021-09-21,2021,tv-14,2_seasons,"docuseries,_international_tv_shows,_reality_tv","finding_love_can_be_hard_for_anyone._for_young_adults_on_the_autism_spectrum,_exploring_the_unpredictable_world_of_dating_is_even_more_complicated.",2021.0,9.0,september,0.0,2.0,,2.0
s27,movie,minsara_kanavu,rajiv_menon,"arvind_swamy,_kajol,_prabhu_deva,_nassar,_s.p._balasubrahmanyam,_girish_karnad",,2021-09-21,1997,tv-pg,147_min,"comedies,_international_movies,_music_&_musicals",a_tangled_love_triangle_ensues_when_a_man_falls_for_a_woman_studying_to_become_a_nun_—_and_she_falls_for_the_friend_he_enlists_to_help_him_pursue_her.,2021.0,9.0,september,24.0,147.0,147.0,
s28,movie,grown_ups,dennis_dugan,"adam_sandler,_kevin_james,_chris_rock,_david_spade,_rob_schneider,_salma_hayek,_maria_bello,_maya_rudolph,_colin_quinn,_tim_meadows,_joyce_van_patten",united_states,2021-09-20,2010,pg-13,103_min,comedies,"mourning_the_loss_of_their_beloved_junior_high_basketball_coach,_five_middle-aged_pals_reunite_at_a_lake_house_and_rediscover_the_joys_of_being_a_kid.",2021.0,9.0,september,11.0,103.0,103.0,
s29,movie,dark_skies,scott_stewart,"keri_russell,_josh_hamilton,_j.k._simmons,_dakota_goyo,_kadan_rockett,_l.j._benet,_rich_hutchman,_myndy_crist,_annie_thurman,_jake_brennan",united_states,2021-09-19,2013,pg-13,97_min,"horror_movies,_sci-fi_&_fantasy","a_family’s_idyllic_suburban_life_shatters_when_an_alien_force_invades_their_home,_and_as_they_struggle_to_convince_others_of_the_deadly_threat.",2021.0,9.0,september,8.0,97.0,97.0,
s30,movie,paranoia,robert_luketic,"liam_hemsworth,_gary_oldman,_amber_heard,_harrison_ford,_lucas_till,_embeth_davidtz,_julian_mcmahon,_josh_holloway,_richard_dreyfuss,_angela_sarafyan","united_states,_india,_france",2021-09-19,2013,pg-13,106_min,thrillers,"blackmailed_by_his_company's_ceo,_a_low-level_employee_finds_himself_forced_to_spy_on_the_boss's_rival_and_former_mentor.",2021.0,9.0,september,8.0,106.0,106.0,
s31,movie,ankahi_kahaniya,"ashwiny_iyer_tiwari,_abhishek_chaubey,_saket_chaudhary","abhishek_banerjee,_rinku_rajguru,_delzad_hiwale,_kunal_kapoor,_zoya_hussain,_nikhil_dwivedi,_palomi_ghosh",,2021-09-17,2021,tv-14,111_min,"dramas,_independent_movies,_international_movies","as_big_city_life_buzzes_around_them,_lonely_souls_discover_surprising_sources_of_connection_and_companionship_in_three_tales_of_love,_loss_and_longing.",2021.0,9.0,september,0.0,111.0,111.0,
s32,tv_show,chicago_party_aunt,,"lauren_ash,_rory_o'malley,_rupaul_charles,_jill_talley,_ike_barinholtz,_jon_barinholtz,_matthew_craig,_bob_odenkirk,_mike_hagerty,_katie_rich,_chris_witaske",,2021-09-17,2021,tv-ma,1_season,tv_comedies,chicago_party_aunt_diane_is_an_idolized_troublemaker_with_a_talent_for_avoiding_adulthood_—_and_a_soft_spot_for_her_soul-searching_nephew.,2021.0,9.0,september,0.0,1.0,,1.0
s33,tv_show,sex_education,,"asa_butterfield,_gillian_anderson,_ncuti_gatwa,_emma_mackey,_connor_swindells,_kedar_williams-stirling,_alistair_petrie",united_kingdom,2021-09-17,2020,tv-ma,3_seasons,"british_tv_shows,_international_tv_shows,_tv_comedies","insecure_otis_has_all_the_answers_when_it_comes_to_sex_advice,_thanks_to_his_therapist_mom._so_rebel_maeve_proposes_a_school_sex-therapy_clinic.",2021.0,9.0,september,1.0,3.0,,3.0
s34,tv_show,squid_game,,"lee_jung-jae,_park_hae-soo,_wi_ha-jun,_oh_young-soo,_jung_ho-yeon,_heo_sung-tae,_kim_joo-ryoung,_tripathi_anupam,_you_seong-joo,_lee_you-mi",,2021-09-17,2021,tv-ma,1_season,"international_tv_shows,_tv_dramas,_tv_thrillers","hundreds_of_cash-strapped_players_accept_a_strange_invitation_to_compete_in_children's_games._inside,_a_tempting_prize_awaits_—_with_deadly_high_stakes.",2021.0,9.0,september,0.0,1.0,,1.0
s35,tv_show,tayo_and_little_wizards,,"dami_lee,_jason_lee,_bommie_catherine_han,_jennifer_waescher,_nancy_kim",,2021-09-17,2020,tv-y7,1_season,kids'_tv,tayo_speeds_into_an_adventure_when_his_friends_get_kidnapped_by_evil_magicians_invading_their_city_in_search_of_a_magical_gemstone.,2021.0,9.0,september,1.0,1.0,,1.0
s36,movie,the_father_who_moves_mountains,daniel_sandu,"adrian_titieni,_elena_purea,_judith_state,_valeriu_andriuță,_tudor_smoleanu,_virgil_aioanei,_radu_botar,_petronela_grigorescu,_bogdan_nechifor,_cristian_bota",,2021-09-17,2021,tv-ma,110_min,"dramas,_international_movies,_thrillers","when_his_son_goes_missing_during_a_snowy_hike_in_the_mountains,_a_retired_intelligence_officer_will_stop_at_nothing_—_and_risk_everything_—_to_find_him.",2021.0,9.0,september,0.0,110.0,110.0,
s37,movie,the_stronghold,cédric_jimenez,"gilles_lellouche,_karim_leklou,_françois_civil,_adèle_exarchopoulos,_kenza_fortas,_cyril_lecomte,_michaël_abiteboul,_idir_azougli,_vincent_darmuzey,_jean-yves_berteloot",,2021-09-17,2021,tv-ma,105_min,"action_&_adventure,_dramas,_international_movies","tired_of_the_small-time_grind,_three_marseille_cops_get_a_chance_to_bust_a_major_drug_network._but_lines_blur_when_a_key_informant_makes_a_big_ask.",2021.0,9.0,september,0.0,105.0,105.0,
s38,tv_show,angry_birds,,"antti_pääkkönen,_heljä_heikkinen,_lynne_guaglione,_pasi_ruohonen,_rauno_ahonen",finland,2021-09-16,2018,tv-y7,1_season,"kids'_tv,_tv_comedies","birds_red,_chuck_and_their_feathered_friends_have_lots_of_adventures_while_guarding_eggs_in_their_nest_that_pesky_pigs_keep_trying_to_steal.",2021.0,9.0,september,3.0,1.0,,1.0
s39,movie,birth_of_the_dragon,george_nolfi,"billy_magnussen,_ron_yuan,_qu_jingjing,_terry_chen,_vanness_wu,_jin_xing,_philip_ng,_xia_yu,_yu_xia","china,_canada,_united_states",2021-09-16,2017,pg-13,96_min,"action_&_adventure,_dramas","a_young_bruce_lee_angers_kung_fu_traditionalists_by_teaching_outsiders,_leading_to_a_showdown_with_a_shaolin_master_in_this_film_based_on_real_events.",2021.0,9.0,september,4.0,96.0,96.0,
s40,tv_show,chhota_bheem,,"vatsal_dubey,_julie_tejwani,_rupa_bhimani,_jigna_bhardwaj,_rajesh_kava,_mousam,_swapnil",india,2021-09-16,2021,tv-y7,3_seasons,kids'_tv,"a_brave,_energetic_little_boy_with_superhuman_powers_leads_his_friends_on_exciting_adventures_to_guard_their_fellow_dholakpur_villagers_from_evil.",2021.0,9.0,september,0.0,3.0,,3.0
s41,tv_show,he-man_and_the_masters_of_the_universe,,"yuri_lowenthal,_kimberly_brooks,_antony_del_rio,_trevor_devall,_ben_diskin,_grey_griffin,_david_kaye,_tom_kenny,_judy_alice_lee,_roger_craig_smith,_fred_tatasciore",united_states,2021-09-16,2021,tv-y7,1_season,"kids'_tv,_tv_sci-fi_&_fantasy",mighty_teen_adam_and_his_heroic_squad_of_misfits_discover_the_legendary_power_of_grayskull_—_and_their_destiny_to_defend_eternia_from_sinister_skeletor.,2021.0,9.0,september,0.0,1.0,,1.0
s42,movie,jaws,steven_spielberg,"roy_scheider,_robert_shaw,_richard_dreyfuss,_lorraine_gary,_murray_hamilton,_carl_gottlieb,_jeffrey_kramer,_susan_backlinie,_jonathan_filley,_ted_grossman",united_states,2021-09-16,1975,pg,124_min,"action_&_adventure,_classic_movies,_dramas","when_an_insatiable_great_white_shark_terrorizes_amity_island,_a_police_chief,_an_oceanographer_and_a_grizzled_shark_hunter_seek_to_destroy_the_beast.",2021.0,9.0,september,46.0,124.0,124.0,
s43,movie,jaws_2,jeannot_szwarc,"roy_scheider,_lorraine_gary,_murray_hamilton,_joseph_mascolo,_jeffrey_kramer,_collin_wilcox_paxton,_ann_dusenberry,_mark_gruner,_barry_coe,_susan_french",united_states,2021-09-16,1978,pg,116_min,"dramas,_horror_movies,_thrillers","four_years_after_the_last_deadly_shark_attacks,_police_chief_martin_brody_fights_to_protect_amity_island_from_another_killer_great_white.",2021.0,9.0,september,43.0,116.0,116.0,
s44,movie,jaws_3,joe_alves,"dennis_quaid,_bess_armstrong,_simon_maccorkindale,_louis_gossett_jr.,_john_putch,_lea_thompson,_p.h._moriarty,_dan_blasko,_liz_morris,_lisa_maurer",united_states,2021-09-16,1983,pg,98_min,"action_&_adventure,_horror_movies,_thrillers","after_the_staff_of_a_marine_theme_park_try_to_capture_a_young_great_white_shark,_they_discover_its_mother_has_invaded_the_enclosure_and_is_out_for_blood.",2021.0,9.0,september,38.0,98.0,98.0,
s45,movie,jaws:_the_revenge,joseph_sargent,"lorraine_gary,_lance_guest,_mario_van_peebles,_karen_young,_michael_caine,_judith_barsi,_mitchell_anderson,_lynn_whitfield",united_states,2021-09-16,1987,pg-13,91_min,"action_&_adventure,_horror_movies,_thrillers","after_another_deadly_shark_attack,_ellen_brody_has_had_enough_of_amity_island_and_moves_to_the_caribbean_–_but_a_great_white_shark_follows_her_there.",2021.0,9.0,september,34.0,91.0,91.0,
s46,movie,my_heroes_were_cowboys,tyler_greco,,,2021-09-16,2021,pg,23_min,documentaries,"robin_wiltshire's_painful_childhood_was_rescued_by_westerns._now_he_lives_on_the_frontier_of_his_dreams,_training_the_horses_he_loves_for_the_big_screen.",2021.0,9.0,september,0.0,23.0,23.0,
s47,movie,safe_house,daniel_espinosa,"denzel_washington,_ryan_reynolds,_vera_farmiga,_brendan_gleeson,_sam_shepard,_rubén_blades,_nora_arnezeder,_robert_patrick,_liam_cunningham,_joel_kinnaman","south_africa,_united_states,_japan",2021-09-16,2012,r,115_min,action_&_adventure,young_cia_operative_matt_weston_must_get_a_dangerous_criminal_out_of_an_agency_safe_house_that's_come_under_attack_and_get_him_to_a_securer_location.,2021.0,9.0,september,9.0,115.0,115.0,
s48,tv_show,the_smart_money_woman,bunmi_ajakaiye,"osas_ighodaro,_ini_dima-okojie,_kemi_lala_akindoju,_toni_tones,_ebenezer_eno,_eso_okolocha_dike,_patrick_diabuah,_karibi_fubara,_temisan_emmanuel,_timini_egbuson",,2021-09-16,2020,tv-ma,1_season,"international_tv_shows,_romantic_tv_shows,_tv_comedies","five_glamorous_millennials_strive_for_success_as_they_juggle_careers,_finances,_love_and_friendships._based_on_arese_ugwu's_2016_best-selling_novel.",2021.0,9.0,september,1.0,1.0,,1.0
s49,movie,training_day,antoine_fuqua,"denzel_washington,_ethan_hawke,_scott_glenn,_tom_berenger,_harris_yulin,_raymond_j._barry,_cliff_curtis,_dr._dre,_snoop_dogg,_macy_gray,_eva_mendes",united_states,2021-09-16,2001,r,122_min,"dramas,_thrillers",a_rookie_cop_with_one_day_to_prove_himself_to_a_veteran_lapd_narcotics_officer_receives_a_crash_course_in_his_mentor's_questionable_brand_of_justice.,2021.0,9.0,september,20.0,122.0,122.0,
s50,tv_show,castle_and_castle,,"richard_mofe-damijo,_dakore_akande,_bimbo_manuel,_blossom_chukwujekwu,_deyemi_okanlawon,_etim_effiong,_denola_grey,_duke_akintola,_eku_edewor,_ade_laoye,_anee_icha,_kevin_ushi,_jude_chukwuka,_amanda_afolabi",nigeria,2021-09-15,2021,tv-ma,2_seasons,"international_tv_shows,_tv_dramas","a_pair_of_high-powered,_successful_lawyers_find_themselves_defending_opposite_interests_of_the_justice_system,_causing_a_strain_on_their_happy_marriage.",2021.0,9.0,september,0.0,2.0,,2.0
s51,tv_show,dharmakshetra,,"kashmira_irani,_chandan_anand,_dinesh_mehta,_ankit_arora,_pushkar_goggiaa,_anjali_rana,_aarya_dharmchand_kumar,_amit_behl,_maleeka_ghai",india,2021-09-15,2014,tv-pg,1_season,"international_tv_shows,_tv_dramas,_tv_sci-fi_&_fantasy","after_the_ancient_great_war,_the_god_chitragupta_oversees_a_trial_to_determine_who_were_the_battle's_true_heroes_and_villains.",2021.0,9.0,september,7.0,1.0,,1.0
s52,movie,inuyasha_the_movie_2:_the_castle_beyond_the_looking_glass,toshiya_shinohara,"kappei_yamaguchi,_satsuki_yukino,_mieko_harada,_koji_tsujitani,_houko_kuwashima,_kumiko_watanabe,_noriko_hidaka,_kenichi_ogata,_toshiyuki_morikawa,_izumi_ogami",japan,2021-09-15,2002,tv-14,99_min,"action_&_adventure,_anime_features,_international_movies","with_their_biggest_foe_seemingly_defeated,_inuyasha_and_his_friends_return_to_everyday_life._but_the_peace_is_soon_shattered_by_an_emerging_new_enemy.",2021.0,9.0,september,19.0,99.0,99.0,
s53,movie,inuyasha_the_movie_3:_swords_of_an_honorable_ruler,toshiya_shinohara,"kappei_yamaguchi,_satsuki_yukino,_koji_tsujitani,_houko_kuwashima,_kumiko_watanabe,_ken_narita,_akio_otsuka,_kikuko_inoue",japan,2021-09-15,2003,tv-14,99_min,"action_&_adventure,_anime_features,_international_movies",the_great_dog_demon_beaqueathed_one_of_the_three_swords_of_the_fang_to_each_of_his_two_sons._now_the_evil_power_of_the_third_sword_has_been_awakened.,2021.0,9.0,september,18.0,99.0,99.0,
s54,movie,inuyasha_the_movie_4:_fire_on_the_mystic_island,toshiya_shinohara,"kappei_yamaguchi,_satsuki_yukino,_koji_tsujitani,_houko_kuwashima,_kumiko_watanabe,_noriko_hidaka,_ken_narita,_cho,_mamiko_noto,_nobutoshi_canna",japan,2021-09-15,2004,tv-pg,88_min,"action_&_adventure,_anime_features,_international_movies","ai,_a_young_half-demon_who_has_escaped_from_horai_island_to_try_to_help_her_people,_returns_with_potential_saviors_inuyasha,_sesshomaru_and_kikyo.",2021.0,9.0,september,17.0,88.0,88.0,
s55,movie,inuyasha_the_movie:_affections_touching_across_time,toshiya_shinohara,"kappei_yamaguchi,_satsuki_yukino,_koji_tsujitani,_houko_kuwashima,_kumiko_watanabe,_kenichi_ogata,_noriko_hidaka,_hisako_kyoda,_ken_narita,_tomokazu_seki",japan,2021-09-15,2001,tv-pg,100_min,"action_&_adventure,_anime_features,_international_movies","a_powerful_demon_has_been_sealed_away_for_200_years._but_when_the_demon's_son_is_awakened,_the_fate_of_the_world_is_in_jeopardy.",2021.0,9.0,september,20.0,100.0,100.0,
s56,tv_show,nailed_it,,"nicole_byer,_jacques_torres",united_states,2021-09-15,2021,tv-pg,6_seasons,reality_tv,"home_bakers_with_a_terrible_track_record_take_a_crack_at_re-creating_edible_masterpieces_for_a_$10,000_prize._it's_part_reality_contest,_part_hot_mess.",2021.0,9.0,september,0.0,6.0,,6.0
s57,movie,naruto_shippuden_the_movie:_blood_prison,masahiko_murata,"junko_takeuchi,_chie_nakamura,_rikiya_koyama,_kazuhiko_inoue,_masaki_terasoma,_mie_sonozaki,_yuichi_nakamura,_kengo_kawanishi,_kosei_hirota,_masako_katsuki",japan,2021-09-15,2011,tv-14,102_min,"action_&_adventure,_anime_features,_international_movies","mistakenly_accused_of_an_attack_on_the_fourth_raikage,_ninja_naruto_is_imprisoned_in_the_impenetrable_hozuki_castle_and_his_powers_are_sealed.",2021.0,9.0,september,10.0,102.0,102.0,
s58,movie,naruto_shippûden_the_movie:_bonds,hajime_kamegaki,"junko_takeuchi,_chie_nakamura,_noriaki_sugiyama,_unsho_ishizuka,_motoko_kumai,_kazuhiko_inoue,_rikiya_koyama,_showtaro_morikubo,_nana_mizuki,_satoshi_hino,_shinji_kawada",japan,2021-09-15,2008,tv-pg,93_min,"action_&_adventure,_anime_features,_international_movies","when_strange_ninjas_ambush_the_village_of_konohagakure,_it's_up_to_adolescent_ninja_naruto_and_his_long-missing_pal,_sasuke,_to_save_the_planet.",2021.0,9.0,september,13.0,93.0,93.0,
