show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,month_name_added,age_of_show,duration_value,movie_duration_min,tv_seasons
s2653,movie,circus_of_books,rachel_mason,,united_states,2020-04-22,2020,tv-ma,87_min,"documentaries,_lgbtq_movies","for_decades,_a_nice_jewish_couple_ran_circus_of_books,_a_porn_shop_and_epicenter_for_gay_la._their_director_daughter_documents_their_life_and_times.",2020.0,4.0,april,0.0,87.0,87.0,
s2654,movie,the_plagues_of_breslau,patryk_vega,"małgorzata_kożuchowska,_daria_widawska,_katarzyna_bujakiewicz,_maria_dejmek,_andrzej_grabowski,_ewa_kasprzyk,_jacek_beler,_wojciech_kalinowski,_igor_kujawski,_iwona_bielska,_tomasz_oświeciński",poland,2020-04-22,2018,tv-ma,94_min,"international_movies,_thrillers","after_a_body_is_found_sewn_inside_a_cow_hide,_a_wrocław_detective_discovers_a_killer_is_recreating_an_18th-century_""plague""_of_criminal_punishments.",2020.0,4.0,april,2.0,94.0,94.0,
s2655,movie,the_set_up,niyi_akinmolayan,"adesua_etomi,_jim_iyke,_dakore_akande,_marie_humbert,_ayoola_ayolola,_tina_mba,_joke_silva,_kehinde_bankole",nigeria,2020-04-22,2019,tv-ma,105_min,"dramas,_international_movies",manipulation_and_personal_vendettas_collide_when_a_con_artist_hires_a_young_woman_to_assist_with_his_scheme_to_marry_a_wealthy_heiress.,2020.0,4.0,april,1.0,105.0,105.0,
s2656,movie,the_silence_of_the_marsh,marc_vigil,"pedro_alonso,_nacho_fresneda,_carmina_barrios,_josé_ángel_egido,_àlex_monner,_raúl_prieto,_maite_sandoval,_javier_godino,_luis_zahera,_miguel_de_lira",spain,2020-04-22,2019,tv-ma,93_min,"international_movies,_thrillers","while_researching_corruption_for_his_new_book,_a_successful_crime_novelist_shades_the_line_between_fiction_and_reality.",2020.0,4.0,april,1.0,93.0,93.0,
s2657,movie,the_willoughbys,kris_pearn,"will_forte,_maya_rudolph,_ricky_gervais,_alessia_cara,_terry_crews,_jane_krakowski,_martin_short,_seán_cullen","canada,_united_states,_united_kingdom",2020-04-22,2020,pg,92_min,"children_&_family_movies,_comedies",four_siblings_with_horribly_selfish_parents_hatch_a_plan_to_get_rid_of_them_for_good_and_form_a_perfectly_imperfect_family_of_their_own.,2020.0,4.0,april,0.0,92.0,92.0,
s2658,tv_show,win_the_wilderness,,,united_kingdom,2020-04-22,2020,tv-14,1_season,"british_tv_shows,_international_tv_shows,_reality_tv","six_couples_compete_to_prove_they've_got_the_survival_skills_to_win_the_deed_to_an_extraordinary_home_deep_in_the_vast,_rugged_wilderness_of_alaska.",2020.0,4.0,april,0.0,1.0,,1.0
s2659,tv_show,bleach,,"masakazu_morita,_fumiko_orikasa,_yuki_matsuoka,_noriaki_sugiyama,_hiroki_yasumoto,_kentaro_ito,_ryotaro_okiayu",japan,2020-04-21,2006,tv-14,5_seasons,"anime_series,_international_tv_shows","after_teenager_ichigo_kurosaki_acquires_superpowers_from_wounded_soul_reaper_rukia_kuchiki,_the_two_of_them_join_forces_to_round_up_lost_souls.",2020.0,4.0,april,14.0,5.0,,5.0
s2660,tv_show,middleditch_&_schwartz,ryan_polito,"thomas_middleditch,_ben_schwartz",united_states,2020-04-21,2020,tv-ma,1_season,tv_comedies,comedy_duo_thomas_middleditch_and_ben_schwartz_turn_small_ideas_into_epically_funny_stories_in_this_series_of_completely_improvised_comedy_specials.,2020.0,4.0,april,0.0,1.0,,1.0
s2661,tv_show,nicky_jam:_el_ganador,,"nicky_jam,_diego_cadavid,_ana_lucia_dominguez,_darkiel,_osvaldo_friger,_jarlin_javier_martinez,_luis_rivera,_nestor_rodulfo,_luis_gonzaga","puerto_rico,_united_states,_colombia",2020-04-21,2018,tv-ma,1_season,"crime_tv_shows,_international_tv_shows,_spanish-language_tv_shows",follow_reggaeton_artist_nicky_jam's_struggles_to_overcome_drug_addiction_and_rise_to_international_success_in_this_dramatization_of_his_life_story.,2020.0,4.0,april,2.0,1.0,,1.0
s2662,tv_show,cooked_with_cannabis,,"kelis,_leather_storrs",united_states,2020-04-20,2020,tv-ma,1_season,reality_tv,"chefs_compete_to_get_the_hosts_and_special_guests_high_on_elevated_cannabis_cuisine_with_their_artful_use_of_leafy_herb,_thc_infusions_and_cbd_sauces.",2020.0,4.0,april,0.0,1.0,,1.0
s2663,tv_show,the_midnight_gospel,,"duncan_trussell,_phil_hendrie,_drew_pinsky,_joey_diaz,_natasha_leggero,_johnny_pemberton,_christina_pazsitzky,_anne_lamott,_damien_echols,_trudy_goodman,_maria_bamford,_pauly_shore,_doug_lussenhop,_david_nichtern,_steve_little,_caitlin_doughty,_stephen_root",united_states,2020-04-20,2020,tv-ma,1_season,tv_comedies,"traversing_trippy_worlds_inside_his_universe_simulator,_a_space_caster_explores_existential_questions_about_life,_death_and_everything_in_between.",2020.0,4.0,april,0.0,1.0,,1.0
s2664,movie,varane_avashyamund,anoop_sathyan,"shobana,_suresh_gopi,_dulquer_salmaan,_kalyani_priyadarshan,_k.p.a.c._lalitha,_sarvajith_santosh_sivan,_urvashi,_johny_antony,_lalu_alex,_lal_jose",india,2020-04-20,2020,tv-14,144_min,"comedies,_dramas,_international_movies","at_an_apartment_complex,_the_lives_of_a_mother,_a_daughter_seeking_an_arranged_marriage,_a_military_retiree_and_a_young_man_become_intertwined.",2020.0,4.0,april,0.0,144.0,144.0,
s2665,tv_show,chuchu_tv_nursery_rhymes_&_kids_songs_(hindi),,,india,2020-04-18,2019,tv-y,1_season,kids'_tv,this_educational_series_for_tiny_tots_features_a_toe-tapping_spin_on_nursery_rhymes_with_upbeat_tunes_and_a_diverse_set_of_easy-to-follow_lessons.,2020.0,4.0,april,1.0,1.0,,1.0
s2666,tv_show,the_king:_eternal_monarch,,"lee_min-ho,_kim_go-eun,_woo_do‑hwan,_kim_kyung-nam,_jung_eun-chae,_lee_jung-jin,_kim_young-ok",south_korea,2020-04-18,2020,tv-14,1_season,"crime_tv_shows,_international_tv_shows,_korean_tv_shows","a_modern-day_korean_emperor_passes_through_a_mysterious_portal_and_into_a_parallel_world,_where_he_encounters_a_feisty_police_detective.",2020.0,4.0,april,0.0,1.0,,1.0
s2667,tv_show,#blackaf,,"kenya_barris,_rashida_jones,_iman_benson,_genneya_walton,_scarlet_spencer,_justin_claiborne,_ravi_cabot-conyers",united_states,2020-04-17,2020,tv-ma,1_season,tv_comedies,"kenya_barris_and_his_family_navigate_relationships,_race_and_culture_while_grappling_with_their_newfound_success_in_this_comedy_series.",2020.0,4.0,april,0.0,1.0,,1.0
s2668,movie,babamın_ceketi,müfit_can_saçıntı,"müfit_can_saçıntı,_mert_turak,_ünal_yeter,_elif_nur_kerkük,_uğur_demirpehlivan,_ayşen_gruda,_erkan_can,_banu_manioğlu",turkey,2020-04-17,2018,tv-ma,101_min,"comedies,_international_movies","facing_pressure_to_marry_immediately,_an_unemployed_man_must_find_a_way_to_pay_for_a_wedding_by_any_means_necessary.",2020.0,4.0,april,2.0,101.0,101.0,
s2669,movie,earth_and_blood,julien_leclercq,"sami_bouajila,_eriq_ebouaney,_samy_seghir,_sofia_lesaffre","france,_belgium",2020-04-17,2020,tv-ma,81_min,"dramas,_international_movies,_thrillers",a_sawmill_owner_and_his_teenage_daughter_become_tangled_in_a_deadly_feud_when_a_drug_dealer_stashes_stolen_cocaine_on_their_remote_property.,2020.0,4.0,april,0.0,81.0,81.0,
s2670,tv_show,el_dragón:_return_of_a_warrior,,"sebastián_rulli,_renata_notni,_roberto_mateos,_irina_baeva,_cassandra_sánchez_navarro,_manuel_balbi,_javier_gómez,_alejandro_ávila,_sofía_castro,_juan_pablo_gil",mexico,2020-04-17,2020,tv-ma,2_seasons,"crime_tv_shows,_international_tv_shows,_spanish-language_tv_shows","to_replace_his_grandfather_as_head_of_a_cartel,_a_tokyo_financier_returns_to_his_home_country_of_mexico,_where_he_must_battle_two_rivals_for_control.",2020.0,4.0,april,0.0,2.0,,2.0
s2671,tv_show,hasmukh,,"vir_das,_ranvir_shorey,_manoj_pahwa,_ravi_kishan,_raza_murad,_inaamulhaq,_suhail_nayyar,_amrita_bagchi",india,2020-04-17,2020,tv-ma,1_season,"crime_tv_shows,_international_tv_shows,_tv_comedies","a_timid,_small-town_comedian's_long-awaited_big_break_takes_a_dark_turn_when_he_realizes_committing_murder_is_the_only_way_to_keep_his_onstage_mojo.",2020.0,4.0,april,0.0,1.0,,1.0
s2672,movie,rising_high,cüneyt_kaya,"david_kross,_frederick_lau,_janina_uhse,_anne_schäfer,_sophia_thomalla",germany,2020-04-17,2020,tv-ma,95_min,"dramas,_international_movies","ready_to_do_anything_to_get_rich,_a_young_man_upends_the_berlin_property_market_with_his_shady_pal,_till_the_good_times_threaten_to_destroy_it_all.",2020.0,4.0,april,0.0,95.0,95.0,
s2673,movie,sergio,greg_barker,"wagner_moura,_ana_de_armas,_brían_f._o'byrne,_clemens_schick,_bradley_whitford",united_states,2020-04-17,2020,r,119_min,"dramas,_independent_movies","passions,_ideals_and_bitter_realities_collide_as_charismatic_un_diplomat_sergio_vieira_de_mello_becomes_trapped_in_a_life-threatening_situation_in_iraq.",2020.0,4.0,april,0.0,119.0,119.0,
s2674,movie,the_legacy_of_the_bones,fernando_gonzález_molina,"marta_etura,_carlos_librado_""nene"",_leonardo_sbaraglia,_francesc_orella,_imanol_arias,_benn_northover,_itziar_aizpuru,_patricia_lópez_arnaiz,_alicia_sánchez,_eduardo_rosa","spain,_germany",2020-04-17,2019,tv-ma,121_min,"international_movies,_thrillers","a_year_after_solving_a_series_of_murders,_detective_amaia_is_faced_with_a_related_mystery_in_the_baztán_valley_that_ends_up_hitting_very_close_to_home.",2020.0,4.0,april,1.0,121.0,121.0,
s2675,movie,alelí,leticia_jorge_romero,"néstor_guzzini,_mirella_pascual,_cristina_morán,_romina_peluffo,_laila_reyes_silberberg,_pablo_tate,_gerónimo_pizzanelli,_georgina_yankelevich,_julio_icasuriaga,_carla_moscatelli","uruguay,_argentina",2020-04-16,2019,tv-ma,88_min,"comedies,_dramas,_international_movies","mourning_their_father's_death,_a_dysfunctional_trio_of_siblings_must_face_selling_their_beloved_childhood_beach_house_—_and_dealing_with_each_other.",2020.0,4.0,april,1.0,88.0,88.0,
s2676,tv_show,fary_:_hexagone,"adrien_lagier,_ousmane_ly",fary,france,2020-04-16,2020,tv-ma,2_seasons,"international_tv_shows,_stand-up_comedy_&_talk_shows,_tv_comedies","french_comedy_phenom fary_puts_a_playful_spin_on_questions_of_identity,_culture_and_more_in_the_first_half_of_an_epic_two-part_stand-up_special.",2020.0,4.0,april,0.0,2.0,,2.0
s2677,tv_show,fauda,,"lior_raz,_hisham_suliman,_shadi_mar'i,_laëtitia_eïdo,_tsahi_halevi,_yuval_segal,_neta_garty,_tomer_kapon,_itzik_cohen,_rona-lee_shim'on,_boaz_konforty,_doron_ben-david",israel,2020-04-16,2020,tv-ma,3_seasons,"crime_tv_shows,_international_tv_shows,_tv_action_&_adventure","a_top_israeli_agent_comes_out_of_retirement_to_hunt_for_a_palestinian_militant_he_thought_he'd_killed,_setting_a_chaotic_chain_of_events_into_motion.",2020.0,4.0,april,0.0,3.0,,3.0
s2678,movie,"hail,_caesar!","ethan_coen,_joel_coen","josh_brolin,_george_clooney,_scarlett_johansson,_alden_ehrenreich,_ralph_fiennes,_tilda_swinton,_channing_tatum,_frances_mcdormand,_jonah_hill,_veronica_osorio,_heather_goldenhersh,_alison_pill","united_states,_united_kingdom,_japan",2020-04-16,2016,pg-13,106_min,comedies,"when_a_major_star_is_kidnapped_from_a_movie_set,_a_hard-charging_but_overwhelmed_studio_boss_sets_out_to_find_the_actor_and_save_the_film.",2020.0,4.0,april,4.0,106.0,106.0,
s2679,movie,jem_and_the_holograms,jon_m._chu,"aubrey_peeples,_stefanie_scott,_hayley_kiyoko,_aurora_perrineau,_juliette_lewis,_molly_ringwald,_ryan_guzman,_nathan_moore,_barnaby_carpenter,_nicholas_braun",united_states,2020-04-16,2015,pg,119_min,"children_&_family_movies,_dramas,_music_&_musicals","after_becoming_an_overnight_star_via_the_internet,_teenage_rocker_jem_and_her_sisters_journey_to_la,_where_fame,_fun_and_a_family_mystery_await.",2020.0,4.0,april,5.0,119.0,119.0,
s2680,movie,maurício_meirelles:_generating_chaos,diego_pignataro,maurício_meirelles,brazil,2020-04-16,2020,tv-ma,63_min,stand-up_comedy,"comedian_maurício_meirelles_explores_his_chaotic_mind_with_scathingly_funny_views_on_family,_prejudices,_turtles_and_more_in_this_stand-up_special.",2020.0,4.0,april,0.0,63.0,63.0,
s2681,movie,puerto_ricans_in_paris,ian_edelman,"luis_guzmán,_edgar_garcia,_alice_taglioni,_rosie_perez,_miriam_shor,_frédéric_anscombre,_rosario_dawson,_julie_ferrier,_michaël_cohen,_ravi_patel",united_states,2020-04-16,2015,r,82_min,comedies,new_york_police_detectives_luis_and_eddie_experience_culture_shock_and_adventure_when_they_head_to_paris_to_track_down_a_stolen_couture_handbag.,2020.0,4.0,april,5.0,82.0,82.0,
s2682,movie,stunt_school,ali_yorgancıoğlu,"aslı_i̇nandık,_toygan_avanoğlu,_tuna_orhan,_caner_özyurtlu,_melis_i̇şiten,_aslı_turanlı,_ahmet_olgun_sünear,_seda_türkmen,_ayten_uncuoğlu",turkey,2020-04-16,2019,tv-g,95_min,"children_&_family_movies,_comedies,_international_movies",an_aspiring_actress_is_admitted_to_a_prestigious_conservatory_but_must_pay_her_tuition_by_working_as_a_performer_for_an_unusual_company.,2020.0,4.0,april,1.0,95.0,95.0,
s2683,movie,for_the_broken_hearted,digo_ricio,"yassi_pressman,_sam_concepcion,_louise_de_los_reyes,_shy_carlos,_marco_gumabao,_katya_santos,_andrea_del_rosario,_lander_vera_perez,_christopher_roxas",philippines,2020-04-15,2018,tv-14,93_min,"dramas,_international_movies,_romantic_movies","in_three_interwoven_stories,_love_ends_up_in_limbo_as_romantic_partners_navigate_bliss,_loss,_failures_and_feelings_while_trying_to_make_happiness_last.",2020.0,4.0,april,2.0,93.0,93.0,
s2684,movie,mischief,emcy_joseph,"suraj_venjaramoodu,_soubin_shahir,_surabhi_lakshmi,_vincy_aloshious,_gracy_soudi,_mammukoya,_jaffer_idukki,_baburaj,_sudhi_koppa,_irshad",india,2020-04-15,2019,tv-pg,120_min,"comedies,_dramas,_independent_movies","mistaking_the_sleeping_passenger_on_his_train_for_a_drunk,_a_young_man_posts_a_picture_of_him_online,_unaware_of_his_impulsive_act's_ugly_repercussions.",2020.0,4.0,april,1.0,120.0,120.0,
s2685,tv_show,the_innocence_files,,,united_states,2020-04-15,2020,tv-ma,1_season,"crime_tv_shows,_docuseries","the_innocence_project_unravels_missteps_and_deceit_in_a_series_of_wrongful_convictions,_exposing_the_injustice_inflicted_on_victims_and_the_accused.",2020.0,4.0,april,0.0,1.0,,1.0
s2686,movie,world_famous_lover,kranthi_madhav,"vijay_deverakonda,_raashi_khanna,_aishwarya_rajesh,_catherine_tresa,_izabelle_leite",india,2020-04-15,2020,tv-ma,147_min,"dramas,_international_movies,_romantic_movies","when_his_frustrated_girlfriend_decides_to_leave_him,_a_struggling_writer_gets_down_to_work_on_stories_of_romance_he_hopes_will_win_her_back.",2020.0,4.0,april,0.0,147.0,147.0,
s2687,movie,chris_d'elia:_no_pain,matt_d'elia,chris_d'elia,united_states,2020-04-14,2020,tv-ma,55_min,stand-up_comedy,chris_d'elia_takes_the_stage_in_minneapolis_to_offer_his_thoughts_on_everything_from_self-censorship_to_problematic_dolphins_to_lame_mutant_powers.,2020.0,4.0,april,0.0,55.0,55.0,
s2688,movie,new_money,tope_oshin,"jemima_osunde,_blossom_chukwujekwu,_kate_henshaw-nuttal,_dakore_akande,_wale_ojo,_wofai_fada,_osas_ighodaro_ajibade,_falz,_daniel_effiong,_adeolu_adefarasin",nigeria,2020-04-14,2018,tv-14,107_min,"dramas,_international_movies",an_aspiring_fashion_designer's_life_is_transformed_after_she_discovers_she’s_the_heiress_of_a_billion-dollar_empire_left_by_her_estranged_father.,2020.0,4.0,april,2.0,107.0,107.0,
s2689,movie,moms_at_war,omoni_oboli,"omoni_oboli,_funke_akindele,_yul_edochie,_abayomi_alvin,_adebukola_oladipupo,_sharon_ooja,_eucharia_anunobi,_harriet_akinola,_michelle_dede",nigeria,2020-04-13,2018,tv-14,92_min,"comedies,_dramas,_international_movies","two_fierce_mothers_become_rivals_when_a_school_contest_forces_their_kids,_both_model_students,_to_compete_against_one_another_to_be_the_best_in_class.",2020.0,4.0,april,2.0,92.0,92.0,
s2690,movie,surviving_r._kelly:_the_impact,,r._kelly,united_states,2020-04-13,2019,tv-14,85_min,documentaries,"from_public_protests_to_viral_movements,_the_aftermath_of_the_r._kelly_docuseries_is_explored_in_this_special_featuring_journalists_and_experts.",2020.0,4.0,april,1.0,85.0,85.0,
s2691,movie,code_8,jeff_chan,"robbie_amell,_stephen_amell,_sung_kang,_kari_matchett,_greg_bryk,_aaron_abrams,_kyla_kane",canada,2020-04-11,2019,tv-ma,98_min,"action_&_adventure,_independent_movies,_international_movies","in_a_city_where_super-powered_people_are_ostracized,_an_earnest_day_laborer_considers_using_his_outlawed_abilities_for_money_to_save_his_sick_mother.",2020.0,4.0,april,1.0,98.0,98.0,
s2692,tv_show,brews_brothers,,"alan_aisenberg,_mike_castle,_carmen_flood,_marques_ray",united_states,2020-04-10,2020,tv-ma,1_season,tv_comedies,"two_rival_brothers_must_work_together_to_keep_their_brewery_in_business,_but_shenanigans_keep_foaming_up_their_company_with_chaos.",2020.0,4.0,april,0.0,1.0,,1.0
s2693,movie,la_originals,,,"united_states,_argentina",2020-04-10,2020,tv-ma,92_min,"documentaries,_international_movies,_music_&_musicals","photographer_estevan_oriol_and_artist_mister_cartoon_turned_their_chicano_roots_into_gritty_art,_impacting_street_culture,_hip_hop_and_beyond.",2020.0,4.0,april,0.0,92.0,92.0,
s2694,movie,love_wedding_repeat,dean_craig,"sam_claflin,_olivia_munn,_freida_pinto,_eleanor_tomlinson,_joel_fry,_tim_key,_aisling_bea,_jack_farthing,_allan_mustafa","united_kingdom,_italy",2020-04-10,2020,tv-ma,101_min,"comedies,_international_movies,_romantic_movies","different_versions_of_the_same_day_unfold_as_jack_juggles_difficult_guests,_unbridled_chaos_and_potential_romance_at_his_sister's_wedding.",2020.0,4.0,april,0.0,101.0,101.0,
s2695,movie,school_life,"grand_corps_malade,_mehdi_idir","zita_hanrot,_liam_pierron,_soufiane_guerrab,_ibrahim_dramé,_moussa_mansaly,_moryfère_camara,_alban_ivanov,_gaspard_gévin-hié,_antoine_reinartz,_mahamadou_sangaré,_redouane_bougheraba,_hocine_mokando,_aboudou_sacko",france,2020-04-10,2019,tv-ma,112_min,"comedies,_dramas,_international_movies","in_one_of_the_poorest_areas_of_paris,_a_school_counselor_devotes_herself_to_working_with_disadvantaged_students,_while_facing_challenges_of_her_own.",2020.0,4.0,april,1.0,112.0,112.0,
s2696,movie,the_main_event,jay_karas,"seth_carr,_tichina_arnold,_adam_pally,_ken_marino,_mike_'the_miz'_mizanin,_momona_tamada,_keith_lee,_babatunde_aiyegbusi,_kofi_kingston",united_states,2020-04-10,2020,tv-g,103_min,"children_&_family_movies,_comedies,_sports_movies","using_special_powers_from_a_magical_mask,_a_young_wwe_fan_causes_chaos_when_he_enters_a_wrestling_competition_and_fights_an_intimidating_rival.",2020.0,4.0,april,0.0,103.0,103.0,
s2697,tv_show,the_trial,stefano_lodovichi,"vittoria_puccini,_francesco_scianna,_camilla_filippi,_simone_colombari,_maurizio_lastrico,_alessandro_averone,_euridice_axen,_marco_baliani,_pia_lanciotti,_giordano_de_plano,_roberto_herlitzka,_tommaso_ragno,_margherita_caviezel,_michele_morrone",italy,2020-04-10,2019,tv-ma,1_season,"crime_tv_shows,_international_tv_shows,_tv_dramas","the_murder_of_a_teen_girl_impacts_a_public_prosecutor_linked_to_the_victim,_a_lawyer_seeking_a_career-making_case_and_a_suspect_who_says_she's_innocent.",2020.0,4.0,april,1.0,1.0,,1.0
s2698,movie,tigertail,alan_yang,"tzi_ma,_christine_ko,_hong-chi_lee,_hayden_szeto,_kunjue_li,_fiona_fu,_james_saito,_joan_chen",united_states,2020-04-10,2020,pg,91_min,dramas,a_man_reflects_on_the_lost_love_of_his_youth_and_his_long-ago_journey_from_taiwan_to_america_as_he_begins_to_reconnect_with_his_estranged_daughter.,2020.0,4.0,april,0.0,91.0,91.0,
s2699,tv_show,hi_score_girl,,"kohei_amasaki,_sayumi_suzushiro,_yuuki_hirose,_kazuyuki_okitsu,_daiki_yamashita,_daria_midou,_satomi_arai,_shizuka_ito,_cho,_chinatsu_akasaki,_tomokazu_sugita,_yuichi_nakamura,_kana_ueda,_taketora,_hochu_otsuka,_hiroki_yasumoto",japan,2020-04-09,2019,tv-14,2_seasons,"anime_series,_international_tv_shows,_romantic_tv_shows","a_chronic_gamer_abysmally_inept_in_academics_and_sports_finally_meets_his_match_at_his_usual_shady_arcade_–_and_it’s_his_rich_classmate,_akira.",2020.0,4.0,april,1.0,2.0,,2.0
s2700,tv_show,the_circle_france,,,,2020-04-09,2020,tv-ma,1_season,"international_tv_shows,_reality_tv","status_and_strategy_collide_in_this_social_media_competition_where_online_players_flirt,_befriend_and_catfish_their_way_toward_100,000_euros.",2020.0,4.0,april,0.0,1.0,,1.0
s2701,movie,born_beautiful,perci_intalan,"martin_del_rosario,_lou_veloso,_chai_fonacier,_kiko_matos,_akihiro_blanco,_paolo_ballesteros",philippines,2020-04-08,2019,tv-ma,96_min,"comedies,_dramas,_international_movies","after_her_best_friend_dies,_barbs_attempts_to_rediscover_herself_until_love_leaves_her_true_identity_—_and_heart_—_in_question.",2020.0,4.0,april,1.0,96.0,96.0,
s2702,movie,the_last_airbender,m._night_shyamalan,"noah_ringer,_dev_patel,_nicola_peltz,_jackson_rathbone,_shaun_toub,_aasif_mandvi,_cliff_curtis,_seychelle_gabriel,_jessica_andres,_keong_sim,_summer_bishil,_francis_guinan,_katharine_houghton,_damon_gupton",united_states,2020-04-08,2010,pg,104_min,"action_&_adventure,_children_&_family_movies,_sci-fi_&_fantasy","in_a_world_ravaged_by_the_fire_nation's_aggression_toward_the_peaceful_air,_water_and_earth_nations,_a_young_boy_holds_the_key_to_restoring_peace.",2020.0,4.0,april,10.0,104.0,104.0,
s2703,movie,tiffany_haddish:_she_ready!_from_the_hood_to_hollywood!,chris_robinson,tiffany_haddish,united_states,2020-04-07,2017,tv-ma,66_min,stand-up_comedy,comedic_breakout_tiffany_haddish_delivers_a_riotous_stand-up_ripe_with_the_unpretentious_and_filthy_tales_of_her_meteoric_rise_to_stardom.,2020.0,4.0,april,3.0,66.0,66.0,
s2704,movie,mine_9,eddie_mensore,"terry_serpico,_kevin_sizemore,_mark_ashworth,_clint_james,_drew_starkey,_erin_elizabeth_burns",united_states,2020-04-06,2019,tv-ma,83_min,"dramas,_independent_movies",a_methane_explosion_leaves_a_group_of_miners_trapped_two_miles_deep_into_the_earth_with_a_small_oxygen_supply_and_desperate_for_any_means_of_survival.,2020.0,4.0,april,1.0,83.0,83.0,
s2705,movie,the_florida_project,sean_baker,"brooklynn_prince,_bria_vinaite,_willem_dafoe,_christopher_rivera,_valeria_cotto,_macon_blair,_caleb_landry_jones",united_states,2020-04-06,2017,r,111_min,"dramas,_independent_movies",a_mischievous_6-year-old_finds_the_magic_in_her_own_circumstances_while_living_with_her_troubled_mom_in_a_budget_motel_near_disney_world.,2020.0,4.0,april,3.0,111.0,111.0,
s2706,movie,dark_light,padraig_reynolds,"jessica_madsen,_opal_littleton,_ed_brody,_kristina_clifford,_ben_sullivan,_gerald_tyler,_weston_meredith",united_states,2020-04-05,2019,tv-ma,90_min,"horror_movies,_independent_movies,_sci-fi_&_fantasy","implicated_in_her_daughter's_disappearance,_a_mother_searches_for_answers_when_she_returns_to_an_old_family_home_that_may_have_an_unwanted_visitor.",2020.0,4.0,april,1.0,90.0,90.0,
s2707,movie,the_killing_of_a_sacred_deer,yorgos_lanthimos,"colin_farrell,_nicole_kidman,_barry_keoghan,_alicia_silverstone,_raffey_cassidy,_sunny_suljic,_bill_camp,_drew_logan,_barry_g._bernson,_denise_dal_vera,_herb_caillouet","ireland,_united_kingdom",2020-04-05,2017,r,121_min,"dramas,_independent_movies,_thrillers",a_surgeon's_carefully_curated_life_edges_toward_disaster_when_a_troubled_teenage_boy_with_mysterious_motives_begins_to_impose_himself_on_his_family.,2020.0,4.0,april,3.0,121.0,121.0,
s2708,movie,angel_has_fallen,ric_roman_waugh,"gerard_butler,_morgan_freeman,_nick_nolte,_danny_huston,_jada_pinkett_smith,_lance_reddick,_tim_blake_nelson,_piper_perabo",united_states,2020-04-04,2019,r,121_min,action_&_adventure,secret_service_agent_mike_banning_is_caught_in_the_crossfire_when_he’s_framed_for_a_deadly_attack_on_the_president_and_forced_to_run_for_his_life.,2020.0,4.0,april,1.0,121.0,121.0,
s2709,tv_show,el_reemplazante,,"iván_álvarez_de_araya,_blanca_lewin,_karla_melo,_sebastián_ayala,_roberto_farías,_sergio_hernández",chile,2020-04-04,2013,tv-ma,2_seasons,"international_tv_shows,_spanish-language_tv_shows,_tv_dramas",a_former_high-ranking_financial_executive_finds_redemption_and_romance_when_he's_paroled_after_a_prison_sentence_and_becomes_a_math_teacher.,2020.0,4.0,april,7.0,2.0,,2.0
s2710,movie,coffee_&_kareem,michael_dowse,"ed_helms,_taraji_p._henson,_terrence_little_gardenhigh,_betty_gilpin",united_states,2020-04-03,2020,tv-ma,88_min,"action_&_adventure,_comedies",an_inept_detroit_cop_must_team_up_with_his_girlfriend's_foul-mouthed_young_son_when_their_first_crack_at_bonding_time_uncovers_a_criminal_conspiracy.,2020.0,4.0,april,0.0,88.0,88.0,
s2711,tv_show,legacies,,"danielle_rose_russell,_aria_shahghasemi,_kaylee_bryant,_jenny_boyd,_quincy_fouse,_peyton_alex_smith,_matthew_davis,_archie_l._winston",united_states,2020-04-03,2019,tv-14,2_seasons,"tv_dramas,_tv_sci-fi_&_fantasy,_teen_tv_shows","born_into_a_rare_supernatural_bloodline,_hope_mikaelson_attends_a_gifted_private_school_to_master_her_powers_and_control_her_innate_urges_for_evil.",2020.0,4.0,april,1.0,2.0,,2.0
s2712,movie,money_heist:_the_phenomenon,"pablo_lejarreta,_luis_alfaro",,spain,2020-04-03,2020,tv-ma,57_min,"documentaries,_international_movies","a_documentary_on_why_and_how_""money_heist""_sparked_a_wave_of_enthusiasm_around_the_world_for_a_lovable_group_of_thieves_and_their_professor.",2020.0,4.0,april,0.0,57.0,57.0,
s2713,movie,the_death_of_stalin,armando_iannucci,"steve_buscemi,_simon_russell_beale,_paddy_considine,_rupert_friend,_jason_isaacs,_michael_palin,_andrea_riseborough,_jeffrey_tambor,_olga_kurylenko,_paul_chahidi","united_kingdom,_france,_belgium,_canada,_united_states",2020-04-03,2017,r,107_min,"comedies,_dramas,_independent_movies",the_death_of_russian_dictator_joseph_stalin_throws_the_soviet_union_into_comic_chaos_as_his_ambitious_but_addled_ministers_maneuver_to_succeed_him.,2020.0,4.0,april,3.0,107.0,107.0,
s2714,movie,sol_levante,akira_saitoh,,japan,2020-04-02,2020,tv-14,5_min,"action_&_adventure,_anime_features,_international_movies",a_young_warrior_and_her_familiar_search_for_the_sacred_place_said_to_fulfill_wishes._it's_best_not_to_anger_the_ancient_guardians_and_spirits.,2020.0,4.0,april,0.0,5.0,5.0,
